ProductID,ProductName,Category,SubCategory,Brand,CostPrice,ListPrice,StockQuantity,Weight,Dimensions,LaunchDate
472,Harper Professional Fiction,Books,Fiction,Harper,27.99,45.28,213,7.42,38x11x21cm,2023-01-28
473,Marvel Educational,Books,Educational,Marvel,9.27,17.65,503,4.01,29x25x16cm,2024-04-11
474,Harper Deluxe Educational,Books,Educational,Harper,33.03,65.83,877,7.82,49x33x28cm,2024-12-04
475,DC Deluxe Educational,Books,Educational,DC,11.13,26.15,83,6.82,16x39x42cm,2025-06-29
476,Random House Basic Fiction,Books,Fiction,Random House,39.14,79.98,38,2.11,6x33x49cm,2025-06-06
477,Random House Professional Fiction,Books,Fiction,Random House,32.76,75.16,380,7.54,29x47x48cm,2024-03-22
478,Penguin Professional Educational,Books,Educational,Penguin,19.16,28.74,172,3.44,30x10x7cm,2020-08-24
479,Random House Professional Comics,Books,Comics,Random House,32.82,76.31,760,1.37,44x41x35cm,2022-10-19
480,Penguin Deluxe Comics,Books,Comics,Penguin,8.63,17.36,908,1.23,15x29x35cm,2023-08-28
481,DC Deluxe Non-Fiction,Books,Non-Fiction,DC,40.88,68.79,611,6.39,48x45x7cm,2024-03-07
482,Harper Professional Comics,Books,Comics,Harper,15.71,25.34,138,6.52,16x42x7cm,2024-05-13
483,Harper Deluxe Non-Fiction,Books,Non-Fiction,Harper,22.93,36.48,927,7.78,41x22x5cm,2022-03-21
484,Marvel Basic Magazines,Books,Magazines,Marvel,13.79,25.67,539,0.5,5x35x46cm,2022-03-22
485,DC Deluxe Non-Fiction,Books,Non-Fiction,DC,21.6,36.22,478,9.86,48x31x28cm,2021-11-05
486,Random House Deluxe Comics,Books,Comics,Random House,16.12,31.51,122,6.22,6x8x31cm,2023-03-16
487,Penguin Comics,Books,Comics,Penguin,52.05,78.87,896,0.22,9x16x42cm,2024-11-08
488,Penguin Basic Fiction,Books,Fiction,Penguin,34.78,59.47,223,6.9,35x23x33cm,2024-11-25
489,Harper Magazines,Books,Magazines,Harper,10.26,16.61,276,9.41,38x15x24cm,2023-09-06
490,Marvel Professional Fiction,Books,Fiction,Marvel,24.9,61.79,830,0.94,5x22x26cm,2022-03-08
491,DC Professional Fiction,Books,Fiction,DC,38.56,57.16,883,1.52,39x27x49cm,2023-02-16
492,Scholastic Basic Magazines,Books,Magazines,Scholastic,18.56,41.5,363,6.04,44x10x25cm,2024-12-31
493,Random House Deluxe Comics,Books,Comics,Random House,15.43,25.78,458,3.36,32x24x48cm,2020-09-07
494,Scholastic Comics,Books,Comics,Scholastic,37.18,77.54,495,8.12,22x13x8cm,2021-01-31
495,Penguin Basic Fiction,Books,Fiction,Penguin,12.27,19.55,767,8.45,42x13x20cm,2021-09-03
496,Harper Comics,Books,Comics,Harper,14.34,20.72,202,2.69,34x21x40cm,2021-03-31
497,Random House Deluxe Educational,Books,Educational,Random House,47.6,79.63,411,5.42,6x33x22cm,2023-07-13
498,Marvel Magazines,Books,Magazines,Marvel,8.19,18.87,651,8.83,36x22x17cm,2021-09-07
499,DC Basic Comics,Books,Comics,DC,30.79,46.18,241,4.05,38x32x12cm,2025-05-21
500,Marvel Deluxe Educational,Books,Educational,Marvel,31.99,61.33,392,2.23,24x18x33cm,2020-10-04
501,Marvel Deluxe Fiction,Books,Fiction,Marvel,14.63,26.6,814,9.02,47x8x24cm,2022-02-06
502,Harper Basic Educational,Books,Educational,Harper,31.22,60.21,283,4.08,34x37x37cm,2022-05-24
503,Random House Deluxe Comics,Books,Comics,Random House,37.98,76.88,490,6.61,25x46x37cm,2024-01-12
504,DC Educational,Books,Educational,DC,8.94,12.89,704,4.61,39x24x36cm,2023-12-13
505,Random House Professional Comics,Books,Comics,Random House,35.42,72.61,141,3.22,34x37x38cm,2021-07-17
506,Penguin Basic Comics,Books,Comics,Penguin,20.18,33.44,198,6.69,26x12x41cm,2023-04-21
507,Random House Non-Fiction,Books,Non-Fiction,Random House,38.44,69.64,813,3.57,5x37x23cm,2022-11-16
508,DC Deluxe Comics,Books,Comics,DC,31.02,51.32,87,9.06,20x20x24cm,2020-12-26
509,Random House Professional Fiction,Books,Fiction,Random House,34.82,68.53,620,6.56,43x47x21cm,2021-02-03
510,DC Magazines,Books,Magazines,DC,12.09,19.58,213,2.85,29x45x7cm,2024-10-17
511,Marvel Basic Fiction,Books,Fiction,Marvel,9.63,19.47,804,8.5,21x25x40cm,2024-01-25
512,Harper Deluxe Educational,Books,Educational,Harper,14.79,28.76,395,7.51,41x32x39cm,2021-01-31
513,Marvel Basic Comics,Books,Comics,Marvel,40.74,65.56,331,0.99,48x39x16cm,2021-07-05
514,Marvel Magazines,Books,Magazines,Marvel,19.09,33.19,365,6.46,9x28x11cm,2022-04-18
515,Scholastic Professional Fiction,Books,Fiction,Scholastic,31.18,49.9,382,6.09,33x40x31cm,2021-08-17
516,DC Non-Fiction,Books,Non-Fiction,DC,14.79,25.4,687,4.45,11x16x7cm,2021-11-23
517,Penguin Fiction,Books,Fiction,Penguin,29.33,65.78,285,7.29,42x19x34cm,2023-02-28
518,Random House Deluxe Non-Fiction,Books,Non-Fiction,Random House,28.56,48.56,89,5.23,35x18x44cm,2024-11-09
519,Penguin Basic Non-Fiction,Books,Non-Fiction,Penguin,7.53,14.62,145,8.33,16x44x7cm,2024-07-05
520,Penguin Non-Fiction,Books,Non-Fiction,Penguin,31.97,69.22,588,9.57,33x39x19cm,2023-10-20
521,DC Magazines,Books,Magazines,DC,21.79,53.42,140,6.03,43x36x7cm,2022-06-08
522,Scholastic Professional Non-Fiction,Books,Non-Fiction,Scholastic,5.12,12.52,256,5.45,14x21x34cm,2025-04-09
523,Harper Professional Educational,Books,Educational,Harper,39.18,77.65,33,3.11,47x21x10cm,2022-06-19
524,Marvel Basic Educational,Books,Educational,Marvel,33.72,63.39,646,8.0,25x5x34cm,2024-10-29
525,Random House Basic Educational,Books,Educational,Random House,20.59,29.83,226,1.17,24x40x43cm,2023-06-23
526,Random House Deluxe Fiction,Books,Fiction,Random House,35.99,59.45,236,8.54,11x37x49cm,2025-03-18
527,Scholastic Basic Comics,Books,Comics,Scholastic,23.02,48.83,528,3.66,34x26x32cm,2021-12-12
528,Penguin Professional Magazines,Books,Magazines,Penguin,6.79,13.16,710,2.73,45x35x7cm,2025-08-01
529,Random House Basic Fiction,Books,Fiction,Random House,40.71,58.98,695,9.57,23x41x25cm,2024-10-07
530,Marvel Non-Fiction,Books,Non-Fiction,Marvel,50.51,74.52,701,7.82,17x23x15cm,2024-03-05
531,Penguin Basic Non-Fiction,Books,Non-Fiction,Penguin,10.63,23.7,388,2.27,34x43x40cm,2020-09-21
532,Harper Basic Educational,Books,Educational,Harper,25.42,41.15,611,8.9,20x9x13cm,2021-11-28
533,Harper Deluxe Non-Fiction,Books,Non-Fiction,Harper,42.62,62.85,592,9.95,25x23x7cm,2022-02-16
534,Harper Magazines,Books,Magazines,Harper,13.67,21.8,279,0.68,40x19x45cm,2023-01-31
535,Harper Deluxe Comics,Books,Comics,Harper,28.05,64.04,40,6.63,28x49x17cm,2020-11-10
536,Harper Professional Fiction,Books,Fiction,Harper,22.11,33.24,900,1.93,10x21x35cm,2023-10-11
537,Random House Basic Fiction,Books,Fiction,Random House,21.51,33.7,943,7.52,8x47x18cm,2025-02-13
538,Marvel Basic Magazines,Books,Magazines,Marvel,36.45,68.09,500,8.07,43x25x45cm,2022-07-31
539,Random House Professional Educational,Books,Educational,Random House,42.88,72.04,127,7.76,16x39x38cm,2022-01-22
540,Harper Deluxe Comics,Books,Comics,Harper,30.7,71.83,403,9.68,46x24x12cm,2021-08-20
541,Penguin Non-Fiction,Books,Non-Fiction,Penguin,7.14,15.62,331,9.78,12x14x15cm,2023-05-28
542,DC Deluxe Non-Fiction,Books,Non-Fiction,DC,17.9,27.73,230,7.33,26x7x41cm,2022-03-16
543,Harper Deluxe Non-Fiction,Books,Non-Fiction,Harper,25.29,44.2,447,0.8,47x45x40cm,2024-11-30
544,DC Educational,Books,Educational,DC,8.79,18.82,985,1.5,5x12x37cm,2023-03-05
545,Random House Basic Comics,Books,Comics,Random House,13.3,22.22,909,7.09,30x46x21cm,2023-05-21
546,Scholastic Deluxe Fiction,Books,Fiction,Scholastic,19.53,31.9,732,8.81,16x5x5cm,2023-03-20
547,DC Professional Magazines,Books,Magazines,DC,4.96,11.13,807,9.42,49x27x17cm,2023-08-17
548,Penguin Educational,Books,Educational,Penguin,6.69,10.64,268,6.34,25x24x24cm,2024-02-01
549,Penguin Basic Educational,Books,Educational,Penguin,15.63,27.01,927,7.85,41x23x40cm,2023-11-19
550,Scholastic Non-Fiction,Books,Non-Fiction,Scholastic,19.55,47.68,701,0.68,26x45x44cm,2023-10-23
551,Scholastic Professional Non-Fiction,Books,Non-Fiction,Scholastic,28.04,65.51,210,5.56,38x37x10cm,2021-06-05
552,Random House Comics,Books,Comics,Random House,48.57,72.18,546,6.15,22x22x42cm,2021-09-26
553,Random House Non-Fiction,Books,Non-Fiction,Random House,5.41,10.35,557,3.6,11x46x44cm,2020-09-13
554,Marvel Deluxe Non-Fiction,Books,Non-Fiction,Marvel,41.88,61.4,953,4.16,30x19x42cm,2021-05-26
555,Harper Professional Fiction,Books,Fiction,Harper,23.5,47.95,803,6.73,38x39x43cm,2024-03-05
556,Random House Professional Comics,Books,Comics,Random House,30.02,44.37,572,1.2,30x39x19cm,2022-08-22
557,Harper Professional Comics,Books,Comics,Harper,14.43,27.27,509,5.68,26x15x42cm,2022-06-08
558,Random House Magazines,Books,Magazines,Random House,22.48,44.4,972,4.42,27x30x48cm,2022-08-17
559,Penguin Professional Educational,Books,Educational,Penguin,6.3,13.26,774,5.99,37x43x7cm,2023-09-20
560,Marvel Professional Fiction,Books,Fiction,Marvel,26.25,38.8,207,4.02,47x11x19cm,2025-01-14
561,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,6.61,12.37,237,1.23,40x32x42cm,2023-12-22
562,Random House Deluxe Comics,Books,Comics,Random House,14.17,23.94,618,5.85,27x6x14cm,2022-03-28
563,Marvel Professional Magazines,Books,Magazines,Marvel,27.89,58.39,531,1.43,11x28x30cm,2022-10-15
564,Harper Non-Fiction,Books,Non-Fiction,Harper,41.12,69.57,458,7.05,25x44x42cm,2023-06-12
565,Marvel Deluxe Magazines,Books,Magazines,Marvel,7.9,11.7,491,4.87,7x44x27cm,2024-12-21
566,Random House Professional Comics,Books,Comics,Random House,13.7,28.96,853,6.48,42x22x32cm,2021-04-15
567,Random House Professional Comics,Books,Comics,Random House,29.53,67.57,698,2.54,8x45x49cm,2021-10-24
568,Harper Deluxe Magazines,Books,Magazines,Harper,33.93,77.58,22,3.96,41x38x33cm,2024-02-21
569,DC Professional Magazines,Books,Magazines,DC,12.38,25.92,691,8.49,18x46x6cm,2025-08-10
570,Marvel Educational,Books,Educational,Marvel,9.77,15.56,987,8.66,8x49x11cm,2021-08-20
571,Marvel Educational,Books,Educational,Marvel,13.09,22.22,899,0.87,9x6x28cm,2024-07-11
572,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,13.73,26.11,657,1.72,8x37x18cm,2023-03-28
573,Harper Comics,Books,Comics,Harper,31.97,79.04,259,6.22,7x29x8cm,2021-04-03
574,Random House Deluxe Non-Fiction,Books,Non-Fiction,Random House,25.94,41.51,94,3.35,27x8x41cm,2020-09-23
575,Marvel Professional Non-Fiction,Books,Non-Fiction,Marvel,30.48,74.77,41,7.76,23x24x36cm,2024-08-16
576,Marvel Deluxe Comics,Books,Comics,Marvel,53.83,78.71,788,4.15,26x34x27cm,2023-01-23
577,Marvel Magazines,Books,Magazines,Marvel,53.22,77.92,753,0.49,5x43x21cm,2023-10-15
578,Harper Professional Educational,Books,Educational,Harper,10.77,25.76,437,8.45,12x10x32cm,2020-11-01
579,Columbia Water Sports,Sports,Water Sports,Columbia,21.59,47.29,901,6.62,43x43x20cm,2020-12-10
580,Under Armour Professional Outdoor,Sports,Outdoor,Under Armour,249.01,455.99,518,9.38,16x21x49cm,2023-07-17
581,Columbia Basic Water Sports,Sports,Water Sports,Columbia,164.16,260.6,985,4.69,30x9x42cm,2021-04-08
582,Columbia Outdoor,Sports,Outdoor,Columbia,249.71,399.36,204,0.78,29x46x20cm,2021-04-23
583,North Face Winter Sports,Sports,Winter Sports,North Face,85.88,143.52,299,9.55,20x16x24cm,2020-11-28
584,Columbia Basic Outdoor,Sports,Outdoor,Columbia,152.29,224.68,499,4.65,38x17x42cm,2023-03-16
585,Patagonia Basic Water Sports,Sports,Water Sports,Patagonia,311.48,497.66,426,5.44,35x6x22cm,2024-12-01
586,North Face Deluxe Outdoor,Sports,Outdoor,North Face,207.24,376.76,823,8.44,23x18x18cm,2021-10-24
587,North Face Outdoor,Sports,Outdoor,North Face,317.93,490.16,356,8.98,8x11x15cm,2025-05-03
588,Under Armour Basic Outdoor,Sports,Outdoor,Under Armour,77.8,131.55,732,4.18,47x13x23cm,2023-05-31
589,Under Armour Professional Water Sports,Sports,Water Sports,Under Armour,147.09,306.11,556,8.84,21x48x37cm,2024-09-25
590,Adidas Water Sports,Sports,Water Sports,Adidas,269.08,491.11,398,5.54,40x19x34cm,2020-11-07
591,Nike Deluxe Outdoor,Sports,Outdoor,Nike,222.0,341.15,239,6.17,33x15x49cm,2022-12-07
592,Nike Basic Outdoor,Sports,Outdoor,Nike,133.52,235.85,317,3.11,12x8x40cm,2023-01-06
593,Nike Team Sports,Sports,Team Sports,Nike,197.21,475.63,803,9.03,18x11x16cm,2022-01-12
594,Under Armour Winter Sports,Sports,Winter Sports,Under Armour,108.58,195.05,571,4.5,12x11x47cm,2021-03-01
595,Adidas Basic Team Sports,Sports,Team Sports,Adidas,105.01,201.52,83,9.2,26x31x38cm,2024-07-10
596,North Face Basic Winter Sports,Sports,Winter Sports,North Face,64.67,107.22,772,5.66,18x14x35cm,2020-11-17
597,Columbia Basic Winter Sports,Sports,Winter Sports,Columbia,147.75,288.5,170,3.33,34x38x40cm,2025-04-12
598,Patagonia Team Sports,Sports,Team Sports,Patagonia,117.7,178.44,686,7.99,32x34x31cm,2023-07-04
599,Patagonia Basic Winter Sports,Sports,Winter Sports,Patagonia,259.59,492.96,654,7.21,42x36x44cm,2021-08-12
600,Columbia Basic Winter Sports,Sports,Winter Sports,Columbia,228.85,408.6,900,8.73,20x45x22cm,2024-12-24
601,Under Armour Winter Sports,Sports,Winter Sports,Under Armour,17.49,34.34,133,9.62,48x8x41cm,2022-10-21
602,Under Armour Outdoor,Sports,Outdoor,Under Armour,75.72,110.34,203,7.36,6x6x40cm,2023-09-25
603,Patagonia Deluxe Winter Sports,Sports,Winter Sports,Patagonia,322.66,488.02,883,1.48,20x47x48cm,2020-12-09
604,Nike Professional Team Sports,Sports,Team Sports,Nike,13.21,23.55,646,8.5,18x48x19cm,2024-01-22
605,North Face Water Sports,Sports,Water Sports,North Face,278.67,477.34,584,7.22,34x5x14cm,2021-02-01
606,Columbia Professional Winter Sports,Sports,Winter Sports,Columbia,149.63,224.41,524,0.48,13x7x34cm,2023-10-24
607,Patagonia Deluxe Fitness,Sports,Fitness,Patagonia,171.51,283.49,983,1.54,40x29x24cm,2022-08-16
608,Columbia Deluxe Fitness,Sports,Fitness,Columbia,50.39,117.25,676,7.7,47x32x26cm,2020-10-01
609,North Face Basic Team Sports,Sports,Team Sports,North Face,220.76,419.91,197,9.22,38x35x15cm,2021-01-23
610,Columbia Deluxe Water Sports,Sports,Water Sports,Columbia,42.45,93.43,711,7.16,48x19x31cm,2021-02-28
611,Nike Basic Winter Sports,Sports,Winter Sports,Nike,319.31,498.33,46,5.05,31x25x17cm,2022-05-09
612,Under Armour Basic Fitness,Sports,Fitness,Under Armour,206.33,431.17,461,7.65,12x37x11cm,2020-11-30
613,Nike Outdoor,Sports,Outdoor,Nike,123.41,190.08,83,1.69,47x45x18cm,2021-06-28
614,Columbia Winter Sports,Sports,Winter Sports,Columbia,130.24,279.49,346,7.86,31x28x9cm,2023-04-13
615,Columbia Professional Outdoor,Sports,Outdoor,Columbia,342.24,493.05,249,8.52,10x14x7cm,2023-05-17
616,Adidas Basic Winter Sports,Sports,Winter Sports,Adidas,157.27,324.44,84,5.51,49x17x21cm,2022-03-16
617,Nike Basic Fitness,Sports,Fitness,Nike,213.1,343.23,701,6.91,43x42x9cm,2021-10-07
618,Adidas Professional Fitness,Sports,Fitness,Adidas,160.59,294.51,798,0.17,12x34x43cm,2023-02-26
619,Adidas Basic Winter Sports,Sports,Winter Sports,Adidas,133.14,274.1,73,9.97,31x8x17cm,2023-02-20
620,North Face Deluxe Fitness,Sports,Fitness,North Face,181.23,386.45,462,7.4,48x41x34cm,2021-04-25
621,Adidas Basic Winter Sports,Sports,Winter Sports,Adidas,28.32,43.2,884,8.78,8x6x31cm,2023-04-12
622,Nike Basic Fitness,Sports,Fitness,Nike,255.92,397.4,986,0.49,40x47x12cm,2022-02-08
623,Adidas Basic Water Sports,Sports,Water Sports,Adidas,225.15,392.03,112,1.59,42x26x18cm,2023-06-28
624,Adidas Water Sports,Sports,Water Sports,Adidas,290.05,436.28,424,7.06,21x23x40cm,2023-09-14
625,Nike Deluxe Fitness,Sports,Fitness,Nike,262.96,407.24,720,6.0,35x16x6cm,2021-04-28
626,Under Armour Basic Water Sports,Sports,Water Sports,Under Armour,136.17,290.15,57,5.75,40x5x39cm,2023-09-08
627,Under Armour Deluxe Fitness,Sports,Fitness,Under Armour,178.22,270.02,515,5.73,33x15x17cm,2022-07-30
628,North Face Deluxe Team Sports,Sports,Team Sports,North Face,35.62,53.24,341,9.05,24x25x21cm,2024-12-07
629,Patagonia Deluxe Water Sports,Sports,Water Sports,Patagonia,183.13,276.25,52,7.75,30x23x45cm,2023-11-12
630,Columbia Professional Fitness,Sports,Fitness,Columbia,80.51,149.14,802,9.39,17x37x19cm,2023-10-02
631,Patagonia Basic Team Sports,Sports,Team Sports,Patagonia,208.29,390.78,774,1.79,20x12x26cm,2024-10-21
632,Patagonia Outdoor,Sports,Outdoor,Patagonia,68.3,129.06,198,8.05,47x32x6cm,2021-05-29
633,Columbia Fitness,Sports,Fitness,Columbia,168.8,317.28,969,5.69,48x27x37cm,2022-06-26
634,North Face Fitness,Sports,Fitness,North Face,181.83,435.07,921,3.43,30x43x36cm,2024-03-04
635,Adidas Water Sports,Sports,Water Sports,Adidas,101.03,151.8,460,2.89,49x13x41cm,2023-08-05
636,Adidas Basic Fitness,Sports,Fitness,Adidas,79.98,195.22,670,3.26,41x29x12cm,2024-04-07
637,Nike Outdoor,Sports,Outdoor,Nike,103.5,156.82,814,6.45,49x36x39cm,2024-05-14
638,North Face Deluxe Outdoor,Sports,Outdoor,North Face,220.62,486.35,219,6.59,20x22x29cm,2023-12-10
639,Nike Professional Outdoor,Sports,Outdoor,Nike,87.36,167.67,727,3.5,18x33x34cm,2024-01-17
640,Patagonia Team Sports,Sports,Team Sports,Patagonia,169.63,331.48,651,3.92,28x5x22cm,2024-03-16
641,Adidas Deluxe Winter Sports,Sports,Winter Sports,Adidas,205.44,363.85,158,4.4,34x35x38cm,2024-02-18
642,Columbia Fitness,Sports,Fitness,Columbia,171.21,424.95,636,9.44,39x45x26cm,2020-11-04
643,Under Armour Basic Water Sports,Sports,Water Sports,Under Armour,118.28,190.35,231,6.22,17x15x31cm,2020-12-07
644,Patagonia Deluxe Water Sports,Sports,Water Sports,Patagonia,120.46,181.86,127,7.18,13x43x41cm,2023-09-15
645,Adidas Basic Team Sports,Sports,Team Sports,Adidas,265.28,464.17,898,0.1,15x12x30cm,2023-03-27
646,Adidas Winter Sports,Sports,Winter Sports,Adidas,163.64,311.08,843,4.35,15x14x7cm,2023-12-07
647,Patagonia Deluxe Winter Sports,Sports,Winter Sports,Patagonia,156.73,230.66,268,4.46,42x47x40cm,2025-01-27
648,Nike Deluxe Outdoor,Sports,Outdoor,Nike,32.22,72.55,964,4.85,38x8x38cm,2022-07-26
649,Adidas Deluxe Team Sports,Sports,Team Sports,Adidas,319.62,485.34,657,9.78,5x24x10cm,2021-07-02
650,Patagonia Water Sports,Sports,Water Sports,Patagonia,61.77,108.62,9,1.13,45x16x14cm,2025-03-15
651,Under Armour Professional Winter Sports,Sports,Winter Sports,Under Armour,210.34,379.27,54,3.4,35x28x20cm,2023-03-14
652,Columbia Professional Water Sports,Sports,Water Sports,Columbia,183.08,292.42,587,2.59,23x9x31cm,2023-12-07
653,North Face Basic Fitness,Sports,Fitness,North Face,240.18,420.02,676,7.29,15x15x27cm,2025-02-06
654,North Face Professional Water Sports,Sports,Water Sports,North Face,185.86,336.8,148,3.65,17x15x33cm,2021-01-13
655,Patagonia Water Sports,Sports,Water Sports,Patagonia,40.36,93.64,306,0.88,6x10x35cm,2022-12-11
656,North Face Deluxe Fitness,Sports,Fitness,North Face,150.3,308.84,361,2.31,24x12x5cm,2024-03-22
657,Under Armour Deluxe Team Sports,Sports,Team Sports,Under Armour,51.25,105.26,631,2.0,30x20x35cm,2023-01-05
658,Columbia Water Sports,Sports,Water Sports,Columbia,42.81,63.58,26,4.31,29x47x33cm,2024-03-28
659,Columbia Deluxe Outdoor,Sports,Outdoor,Columbia,324.41,490.61,887,2.52,17x28x9cm,2023-01-17
660,Under Armour Professional Outdoor,Sports,Outdoor,Under Armour,196.16,292.72,179,8.35,44x38x15cm,2021-04-21
661,Adidas Basic Team Sports,Sports,Team Sports,Adidas,74.35,132.66,981,2.65,39x14x12cm,2023-12-08
662,North Face Water Sports,Sports,Water Sports,North Face,20.72,51.66,420,4.95,42x10x12cm,2021-04-21
663,Patagonia Deluxe Fitness,Sports,Fitness,Patagonia,116.59,290.61,545,8.69,22x40x41cm,2024-11-07
664,North Face Fitness,Sports,Fitness,North Face,197.82,352.51,591,2.3,34x37x5cm,2024-09-14
665,Columbia Professional Fitness,Sports,Fitness,Columbia,139.03,258.97,506,8.25,44x31x40cm,2022-01-01
666,Patagonia Deluxe Winter Sports,Sports,Winter Sports,Patagonia,67.38,97.42,350,7.21,16x31x49cm,2023-11-18
667,Columbia Deluxe Outdoor,Sports,Outdoor,Columbia,145.16,295.1,198,6.23,9x40x22cm,2021-11-04
668,Columbia Deluxe Fitness,Sports,Fitness,Columbia,198.92,306.61,141,5.58,26x32x47cm,2020-12-12
669,Adidas Deluxe Water Sports,Sports,Water Sports,Adidas,165.07,236.87,635,1.15,11x27x38cm,2024-08-22
670,Adidas Winter Sports,Sports,Winter Sports,Adidas,133.69,276.56,837,4.17,24x46x45cm,2023-01-17
671,Columbia Professional Team Sports,Sports,Team Sports,Columbia,153.34,239.88,990,4.73,13x26x49cm,2021-04-16
672,North Face Professional Team Sports,Sports,Team Sports,North Face,164.85,271.33,52,2.59,17x36x32cm,2022-03-16
673,Patagonia Basic Winter Sports,Sports,Winter Sports,Patagonia,29.54,69.67,280,0.9,49x8x11cm,2022-09-13
674,Adidas Fitness,Sports,Fitness,Adidas,23.21,40.45,511,5.9,21x16x16cm,2020-09-01
675,Columbia Professional Team Sports,Sports,Team Sports,Columbia,103.14,167.86,692,6.79,19x15x14cm,2023-02-09
676,Columbia Outdoor,Sports,Outdoor,Columbia,120.93,253.66,65,3.72,28x43x36cm,2021-12-09
677,Columbia Outdoor,Sports,Outdoor,Columbia,303.08,494.42,193,2.49,15x33x46cm,2022-12-30
678,Nike Professional Team Sports,Sports,Team Sports,Nike,134.24,234.82,317,0.27,21x26x34cm,2024-07-13
679,Patagonia Basic Fitness,Sports,Fitness,Patagonia,241.21,450.81,286,1.25,16x29x42cm,2024-06-04
680,Under Armour Basic Outdoor,Sports,Outdoor,Under Armour,200.64,321.69,324,2.11,31x41x25cm,2025-06-11
681,Nike Basic Water Sports,Sports,Water Sports,Nike,208.31,377.3,285,2.55,8x6x13cm,2021-03-22
682,North Face Deluxe Fitness,Sports,Fitness,North Face,116.25,253.37,791,6.99,49x35x41cm,2023-01-11
683,Under Armour Professional Outdoor,Sports,Outdoor,Under Armour,50.01,76.06,881,3.65,41x34x5cm,2021-08-26
684,Nike Deluxe Water Sports,Sports,Water Sports,Nike,141.84,262.55,307,6.64,6x34x34cm,2021-05-29
685,North Face Deluxe Water Sports,Sports,Water Sports,North Face,84.56,128.85,973,5.48,15x41x18cm,2025-03-01
686,Under Armour Deluxe Team Sports,Sports,Team Sports,Under Armour,81.13,156.09,262,8.9,7x7x22cm,2024-07-25
687,Nike Winter Sports,Sports,Winter Sports,Nike,185.15,395.95,334,0.54,22x23x33cm,2021-01-12
688,Adidas Winter Sports,Sports,Winter Sports,Adidas,124.0,297.8,666,5.35,23x21x45cm,2024-10-16
689,North Face Professional Team Sports,Sports,Team Sports,North Face,290.79,423.63,169,1.26,15x14x32cm,2025-03-17
690,North Face Professional Winter Sports,Sports,Winter Sports,North Face,241.1,390.14,689,1.24,15x47x14cm,2022-03-09
691,Nike Winter Sports,Sports,Winter Sports,Nike,143.58,316.39,654,1.81,6x40x23cm,2021-06-01
692,North Face Outdoor,Sports,Outdoor,North Face,31.15,45.54,130,1.7,19x29x19cm,2020-09-04
693,Adidas Deluxe Fitness,Sports,Fitness,Adidas,216.27,377.62,610,1.64,18x40x22cm,2022-03-20
694,Columbia Basic Winter Sports,Sports,Winter Sports,Columbia,44.26,70.99,395,1.33,32x39x5cm,2021-07-10
695,Under Armour Basic Team Sports,Sports,Team Sports,Under Armour,32.77,78.27,790,9.63,16x23x36cm,2020-12-25
696,Under Armour Basic Team Sports,Sports,Team Sports,Under Armour,28.55,59.75,562,0.95,17x6x40cm,2025-05-31
697,Under Armour Basic Winter Sports,Sports,Winter Sports,Under Armour,44.98,99.41,831,3.61,30x15x27cm,2025-03-21
698,Under Armour Basic Outdoor,Sports,Outdoor,Under Armour,122.04,211.4,899,2.69,41x31x9cm,2021-05-19
699,Under Armour Deluxe Fitness,Sports,Fitness,Under Armour,238.27,372.74,890,9.02,21x42x46cm,2023-03-30
700,Under Armour Professional Outdoor,Sports,Outdoor,Under Armour,203.91,294.06,843,2.18,8x49x8cm,2025-01-12
701,North Face Water Sports,Sports,Water Sports,North Face,133.47,239.8,82,7.05,13x41x21cm,2023-10-14
702,Nike Deluxe Team Sports,Sports,Team Sports,Nike,168.16,303.84,172,4.2,17x35x17cm,2025-02-10
703,Columbia Basic Outdoor,Sports,Outdoor,Columbia,203.42,452.94,82,5.57,11x41x12cm,2025-07-26
704,Patagonia Winter Sports,Sports,Winter Sports,Patagonia,175.01,352.44,241,8.59,12x19x31cm,2025-03-06
705,Under Armour Deluxe Fitness,Sports,Fitness,Under Armour,311.85,465.19,828,0.99,16x21x45cm,2022-02-03
706,Adidas Basic Water Sports,Sports,Water Sports,Adidas,212.77,427.11,127,6.72,18x40x8cm,2021-05-27
707,Columbia Deluxe Team Sports,Sports,Team Sports,Columbia,88.85,129.77,848,8.09,21x31x37cm,2024-06-14
708,Nike Winter Sports,Sports,Winter Sports,Nike,182.33,440.36,730,5.28,19x42x24cm,2021-09-08
709,Patagonia Professional Outdoor,Sports,Outdoor,Patagonia,195.49,421.43,277,5.2,21x10x47cm,2022-08-31
710,North Face Basic Team Sports,Sports,Team Sports,North Face,74.87,125.11,383,1.45,45x27x44cm,2024-09-14
711,Columbia Team Sports,Sports,Team Sports,Columbia,144.38,305.55,831,6.87,22x18x21cm,2024-10-24
